T_K,J_exp,J_calc,J_sink,J_trap1,J_trap2,J_trap3,J_trap4,J_trap5
3.691300048828130116e+02,9.555323715717998000e+15,4.297435677967679688e+13,4.728823732838558000e+15,6.438230453843095200e+16,1.717567719448139250e+15,6.485259065435842188e+13,3.781955652738683319e+10,1.882621461514050141e+06
3.725499877929689774e+02,1.107886854013297000e+16,6.473852041798093750e+13,6.386453215809953000e+15,6.713762862575900000e+16,1.867286864928018750e+15,7.357542442206118750e+13,4.564945224391560364e+10,2.079394846246432513e+06
3.757292316143330027e+02,1.326906071141712800e+16,9.423228445925671875e+13,8.300265908475316000e+15,6.974716611700616800e+16,2.015264054753948500e+15,8.256198376694139062e+13,5.421538606228161621e+10,3.020697384776022285e+06
3.786499938964839771e+02,1.510273087670301000e+16,1.321878817051540000e+14,1.040966908755540800e+16,7.218506411164340800e+16,2.158855946573542000e+15,9.161119995895204688e+13,6.331538666142390442e+10,3.418091076908519492e+06
3.823099975585939774e+02,1.709483502686823000e+16,2.004937262232842812e+14,1.359186626019743400e+16,7.529625260435662400e+16,2.349618165191122000e+15,1.041175297915226875e+14,7.663734005257849121e+10,4.161390230725374073e+06
3.854438382662260096e+02,1.865712290894599200e+16,2.846164380758746875e+14,1.685637336916280800e+16,7.801190054302883200e+16,2.522947485510144000e+15,1.159418708923944688e+14,8.998223274869406128e+10,5.661209000160614029e+06
3.884299926757810226e+02,2.281119832582467200e+16,3.954436960167950625e+14,2.049508483342876000e+16,8.064688201028774400e+16,2.697106006118885500e+15,1.282479982709225938e+14,1.046019237618701935e+11,7.637402461577326059e+06
3.916011493389430029e+02,2.581278612236986800e+16,5.581032505321766250e+14,2.500025810926268000e+16,8.350024388272340800e+16,2.892163972932386000e+15,1.425182343389235000e+14,1.224458336872194214e+11,9.099011461719328538e+06
3.950499877929689774e+02,2.773882259931884800e+16,8.062721098629137500e+14,3.074012611321911600e+16,8.667476609316409600e+16,3.116613920770333500e+15,1.595395589257185625e+14,1.448955241459592896e+11,1.197819700019004568e+07
3.987299804687500000e+02,2.972968887288179600e+16,1.184676798667772000e+15,3.796224619630790400e+16,9.015704195232427200e+16,3.371126816721681000e+15,1.795741839935189688e+14,1.728401079359980774e+11,1.525389138498516381e+07
4.016699829101560226e+02,3.357356946587040800e+16,1.602550178519646500e+15,4.465552213315982400e+16,9.302313499656848000e+16,3.586430161935625000e+15,1.970952828110120000e+14,1.985451251412396240e+11,1.891472792321780697e+07
4.043800048828130116e+02,3.855006789181225600e+16,2.107328169620161750e+15,5.162915061336020800e+16,9.574363751954142400e+16,3.794931390836255500e+15,2.145267378725573125e+14,2.252106867487539368e+11,2.305968923104263842e+07
4.079619995117190001e+02,4.346628963610428800e+16,3.014396238717752000e+15,6.219745425981940000e+16,9.948498849952867200e+16,4.087020088599999000e+15,2.396734096467937500e+14,2.655222821785038452e+11,2.898003024643652141e+07
4.110199890136719887e+02,4.738122854047501600e+16,4.066680385448479000e+15,7.253231590285456000e+16,1.028376414219772160e+17,4.352329179513034000e+15,2.631635578027869375e+14,3.049576438457235107e+11,3.590578092340803146e+07
4.142200012207030113e+02,5.242146327506992000e+16,5.532633108628755000e+15,8.478755713061643200e+16,1.065448318316897280e+17,4.647710051708881000e+15,2.899615260306558125e+14,3.518844043410638428e+11,4.367863892334432155e+07
4.172043872070310044e+02,5.911054177881692000e+16,7.340013352044059000e+15,9.768380685268752000e+16,1.102346752831530080e+17,4.941872995775289000e+15,3.172379605885605000e+14,4.016063344008765869e+11,5.347114143432218581e+07
4.201692041015630252e+02,6.643588111784171200e+16,9.675421216797394000e+15,1.120176065284946720e+17,1.141791805761795520e+17,5.254540896696759000e+15,3.467667402196361875e+14,4.574429123050550537e+11,6.512020755142351985e+07
4.235799865722660229e+02,7.523158844227579200e+16,1.321491676985194400e+16,1.305374530652706080e+17,1.191509955426337920e+17,5.643577077598210000e+15,3.841177276343005625e+14,5.307243414231739502e+11,8.029223261628226936e+07
4.267899780273439774e+02,8.252134930845436800e+16,1.762885839737590400e+16,1.501373162202893120e+17,1.243763209897218560e+17,6.044224549695470000e+15,4.231092286739955625e+14,6.100141492396395264e+11,9.888758915476714075e+07
4.297500000000000000e+02,9.438823579279128000e+16,2.286935379393765200e+16,1.701921969772317760e+17,1.297830678894282560e+17,6.448965924810074000e+15,4.628552848059764375e+14,6.933165966769451904e+11,1.188084726934413612e+08
4.329599914550780113e+02,1.098762160294220000e+17,3.015705750206113600e+16,1.942510270853949760e+17,1.364542932374203040e+17,6.934604625789214000e+15,5.108177301461743125e+14,7.966565415294200439e+11,1.453652373860593438e+08
4.361699829101560226e+02,1.247071908078698720e+17,3.950730241629712800e+16,2.208423937616405120e+17,1.441700986073244480e+17,7.479199718220734000e+15,5.647429779159705000e+14,9.158402033441586914e+11,1.773254162323675454e+08
4.393992356520440126e+02,1.418916547526860800e+17,5.148010584025592000e+16,2.502843056471658880e+17,1.532458784328427840e+17,8.100226499460499000e+15,6.262212967605215000e+14,1.054796216100621094e+12,2.164194723865371048e+08
4.418499755859380116e+02,1.629329608548238720e+17,6.269935867674896000e+16,2.745655157227203200e+17,1.612412918348665280e+17,8.633018017369319000e+15,6.788559381123783750e+14,1.175902706756127930e+12,2.522318815407073796e+08
4.452330744816709966e+02,1.843617317661542080e+17,8.162590133468236800e+16,3.108038705734580480e+17,1.740999298957522880e+17,9.470099079190930000e+15,7.612909773168643750e+14,1.368555592141385986e+12,3.108180588489770889e+08
4.487699890136719887e+02,2.112798800574310720e+17,1.065671310116774880e+17,3.522562852332859520e+17,1.903463566610930880e+17,1.050360809300842200e+16,8.626503159568430000e+14,1.609454598414868164e+12,3.877972695420939922e+08
4.519515286959140212e+02,2.389973942466997440e+17,1.342068486750252320e+17,3.926987776314099840e+17,2.078941930681134080e+17,1.160257982123424400e+16,9.700846271241410000e+14,1.868590070139198975e+12,4.741876760045908093e+08
4.549599914550780113e+02,2.690544463353323840e+17,1.654801785899764480e+17,4.337269249921400320e+17,2.275096675025021760e+17,1.282101758748275400e+16,1.089030653524414375e+15,2.159317497252781006e+12,5.747459407745835781e+08
4.579199829101560226e+02,3.096207722097783680e+17,2.015990311405076160e+17,4.767516416577226240e+17,2.501142927466442880e+17,1.422227197017208200e+16,1.225917671953708000e+15,2.498324834600930176e+12,6.956846365453065634e+08
4.612700146484380070e+02,3.538620654697582080e+17,2.492697412148497600e+17,5.286023115031742720e+17,2.801515800322862400e+17,1.609193103088874000e+16,1.409178444155690500e+15,2.958995085422700684e+12,8.659924561312788725e+08
4.641384465144240039e+02,4.075081446492280960e+17,2.961174054785337600e+17,5.756928604126344960e+17,3.101100465235504640e+17,1.797564093605570400e+16,1.594968518379439500e+15,3.433744993334221680e+12,1.048233617317919850e+09
4.675799865722660229e+02,4.671098228076515200e+17,3.595457297170814080e+17,6.354032510406059520e+17,3.515826037383724160e+17,2.062622064244939200e+16,1.858862585130721750e+15,4.120745980485260742e+12,1.321552738013762474e+09
4.706171850585939751e+02,5.304208001472791040e+17,4.219036347823243520e+17,6.910506937198012160e+17,3.935511783608265600e+17,2.336986291229947200e+16,2.135513753829751250e+15,4.856571180088047852e+12,1.626075513020005465e+09
4.735199890136719887e+02,6.059196992145365760e+17,4.866450120445086720e+17,7.468372664962743040e+17,4.384756232247875840e+17,2.638317264745932000e+16,2.443694746229183500e+15,5.694230759775781250e+12,1.985144471713318348e+09
4.767299804687500000e+02,6.830101727483499520e+17,5.635596204321623680e+17,8.116307499757450240e+17,4.937414069128382720e+17,3.021070044725283200e+16,2.841993185653267500e+15,6.804182089882035156e+12,2.480545155333630562e+09
4.804211660531850043e+02,7.679445250916778240e+17,6.577891845903500800e+17,8.902776533686064640e+17,5.642003901661515520e+17,3.529433728518559600e+16,3.382552719547479000e+15,8.356100906913032227e+12,3.205427594034261227e+09
4.829199829101560226e+02,8.536750353501611520e+17,7.246387516248412160e+17,9.463008771296239360e+17,6.160455867179816960e+17,3.919835223262280000e+16,3.806830285494037000e+15,9.610236294454363281e+12,3.816550645577831268e+09
4.861400146484380116e+02,9.496670418828623360e+17,8.136577171085068800e+17,1.021868836295152896e+18,6.872286511544394240e+17,4.479014417206234400e+16,4.427343652425560500e+15,1.149548762136578906e+13,4.772876438125526428e+09
4.890835791015629752e+02,1.050340675709420928e+18,8.974967921101370880e+17,1.094533700281775360e+18,7.563481134588417280e+17,5.049990411435578400e+16,5.076221145189831000e+15,1.352880378383704492e+13,5.850876617296364784e+09
4.924546227088339947e+02,1.160409949085276928e+18,9.959661003301890560e+17,1.182080961649255168e+18,8.396994749532290560e+17,5.777490749623872000e+16,5.923824838793106000e+15,1.627130723807589648e+13,7.372229050384816170e+09
4.957899780273439774e+02,1.279575644811776512e+18,1.095806825835785600e+18,1.273495667390946048e+18,9.261713977932590080e+17,6.582295686766410400e+16,6.887699686153872000e+15,1.950178494488988281e+13,9.255632962709403992e+09
4.987173133263220279e+02,1.405967683516761600e+18,1.185302552249916672e+18,1.357579156109752832e+18,1.004872706102998528e+18,7.361484082146510400e+16,7.844599571748769000e+15,2.281283732331215234e+13,1.127458792572907829e+10
5.019875008719309903e+02,1.527108020901101824e+18,1.287425986562871808e+18,1.455809760333065472e+18,1.095574989710187904e+18,8.320161313578475200e+16,9.051861089866922000e+15,2.712549724199123828e+13,1.402541014167623138e+10
5.054299926757810226e+02,1.662969699564463872e+18,1.397469584705271040e+18,1.563983586808986112e+18,1.193822063187147520e+18,9.437180995681476800e+16,1.049614710371121400e+16,3.246028101381878906e+13,1.759354687271481323e+10
5.086400146484380116e+02,1.791668429214660864e+18,1.502652164402848768e+18,1.669303884512452096e+18,1.287747670155425024e+18,1.059151243447302880e+17,1.202863734807389200e+16,3.831305404040674219e+13,2.169872937559799194e+10
5.117127783203130207e+02,1.919615833787495936e+18,1.605725372503160064e+18,1.773952102119859968e+18,1.379433769466436096e+18,1.180608871246533120e+17,1.368014836676109400e+16,4.481350935816040625e+13,2.646029327424097443e+10
5.146876049804690183e+02,2.043248662840716544e+18,1.707817391938070528e+18,1.878741846879422208e+18,1.469621223458313984e+18,1.309443894555535680e+17,1.547213973591667800e+16,5.207053672141753906e+13,3.199961853778069687e+10
5.180200195312500000e+02,2.177348315592707584e+18,1.824913186416870144e+18,2.000053762738582016e+18,1.572007168116731648e+18,1.468314080432743360e+17,1.773423067698568800e+16,6.150298867733635938e+13,3.951184913882843781e+10
5.214699707031250000e+02,2.296358338772987392e+18,1.949089798088662272e+18,2.129740716503303424e+18,1.679085301430428160e+18,1.650466609371632320e+17,2.039193338941547200e+16,7.292477170825754688e+13,4.902003813438874817e+10
5.241900024414060226e+02,2.424662191010588672e+18,2.049068530119507456e+18,2.234819199025930496e+18,1.763957980523628288e+18,1.808459181555671680e+17,2.274945241807677200e+16,8.333794412452715625e+13,5.804493839452330017e+10
5.273900146484379547e+02,2.537742709922917376e+18,2.168778256155145216e+18,2.361292029345647616e+18,1.863860665674246656e+18,2.011643129496200640e+17,2.584515122239772000e+16,9.735942191098412500e+13,7.065780374501188660e+10
5.300999755859379547e+02,2.656781328953641984e+18,2.271787525467148800e+18,2.470672375891151360e+18,1.948104562995224320e+18,2.200282743318843840e+17,2.878133400268108400e+16,1.109991532382407188e+14,8.339649327882441711e+10
5.336392540564910405e+02,2.773689722074738176e+18,2.408134746588263424e+18,2.616194377651785728e+18,2.056967927910215936e+18,2.471051239601101440e+17,3.308994321208561600e+16,1.315340074520519844e+14,1.033224723174057159e+11
5.367500000000000000e+02,2.895941272437271552e+18,2.529291886499957760e+18,2.746245821650542080e+18,2.150833482328382464e+18,2.734529074369540480e+17,3.738375184062736800e+16,1.525578955865350000e+14,1.245606041866559601e+11
5.398276883638819754e+02,3.006230098130249216e+18,2.649915461957954560e+18,2.876460810339781632e+18,2.241279000263795968e+18,3.020894349014474880e+17,4.215613488321848000e+16,1.765068393156731562e+14,1.496596141233251953e+11
5.427364208984380411e+02,3.120317474589386752e+18,2.764177280282708992e+18,3.000543550040640512e+18,2.323842768300990464e+18,3.317141058243233280e+17,4.720262218962867200e+16,2.024302306129773438e+14,1.777943472659284058e+11
5.460899658203129547e+02,3.228470036771102720e+18,2.895649858210179072e+18,3.144294081137724928e+18,2.414558455917751808e+18,3.692535192429889280e+17,5.374989890537771200e+16,2.368904341804106250e+14,2.165786311779498291e+11
5.492800292968750000e+02,3.339341480238132224e+18,3.019844577114553344e+18,3.281139492472889344e+18,2.495439446776816640e+18,4.086035369876217600e+17,6.078678127696654400e+16,2.748577576528549062e+14,2.609212901955961304e+11
5.517395958533650173e+02,3.439134299933311488e+18,3.114602793540558336e+18,3.386314605170556416e+18,2.553460555672774656e+18,4.416115577556100480e+17,6.682425496514945600e+16,3.081409802253068125e+14,3.010569400922258911e+11
5.551699829101560226e+02,3.542217594152124928e+18,3.244756467532313600e+18,3.531919910084176384e+18,2.627222860925135872e+18,4.917471137795845760e+17,7.621780953551915200e+16,3.610788244334552500e+14,3.670185072737044067e+11
5.583891748046879684e+02,3.640734559519843328e+18,3.364161887451013632e+18,3.666743250124126208e+18,2.687809792087977472e+18,5.434637224462408960e+17,8.618350263196190400e+16,4.186364388110853750e+14,4.413829039859299316e+11
5.615400390625000000e+02,3.739722995428536832e+18,3.477825674277862912e+18,3.796256935934166016e+18,2.737823298047105024e+18,5.988607321258448640e+17,9.716933660152198400e+16,4.836177948943809375e+14,5.283313075712459106e+11
5.643053635817309441e+02,3.828884419531925504e+18,3.574599360348217856e+18,3.907417425667283968e+18,2.773518375181729280e+18,6.515462823038081280e+17,1.079089203549016480e+17,5.485388271437384375e+14,6.179959730203162842e+11
5.674100341796879547e+02,3.923367932676431872e+18,3.679543791492673024e+18,4.028845303255458304e+18,2.803727413280581632e+18,7.154552556106096640e+17,1.213172845149120960e+17,6.313686432860437500e+14,7.360405738546121826e+11
5.705899658203129547e+02,4.010928597148133376e+18,3.782553350651993600e+18,4.148816254689746944e+18,2.822951193699283456e+18,7.864377944069349120e+17,1.367116272485763360e+17,7.287409963351983750e+14,8.795926388521281738e+11
5.737138577974759528e+02,4.103816165759989248e+18,3.879143928559075840e+18,4.261785328429325312e+18,2.829866843947144192e+18,8.617069731883125760e+17,1.536153064456161280e+17,8.382039734911021250e+14,1.046440305541695190e+12
5.766900024414060226e+02,4.182486210366834688e+18,3.966805675461684736e+18,4.364410952138803200e+18,2.825067907865391104e+18,9.386051145209143040e+17,1.715169277271366400e+17,9.568145154685213750e+14,1.233124194798475342e+12
5.798411395733179461e+02,4.252219262894610432e+18,4.054946476165914624e+18,4.467255545952274944e+18,2.807602951919360512e+18,1.025591084453964416e+18,1.925718421909992000e+17,1.099630317361765125e+15,1.465321054223800781e+12
5.828340332031250455e+02,4.324662177626619904e+18,4.134348957822324736e+18,4.559090597289093632e+18,2.779320954599223808e+18,1.113393835130248320e+18,2.147278522723009920e+17,1.253514391514678000e+15,1.723718283476506836e+12
5.857664982722360492e+02,4.407443551913825280e+18,4.208288590680888320e+18,4.643332579204753408e+18,2.740784627746983424e+18,1.204149059903607040e+18,2.386398524618227520e+17,1.423494808420368750e+15,2.018184791479526855e+12
5.891199951171879547e+02,4.483359044960593408e+18,4.288570974643563520e+18,4.732613065286445056e+18,2.684146933918341120e+18,1.313306327347919360e+18,2.688609611309032640e+17,1.643791157833500250e+15,2.412717914935838867e+12
5.919219595102159701e+02,4.558917331766025216e+18,4.352578321247571456e+18,4.801506409020788736e+18,2.627193279270025216e+18,1.408506837342525696e+18,2.966328944798243840e+17,1.851358393063578000e+15,2.796730406192327148e+12
5.949499511718750000e+02,4.641232875563704320e+18,4.419154880686410240e+18,4.870422295629611008e+18,2.556745358623768576e+18,1.514915758592357632e+18,3.293737930730593280e+17,2.102026192463975250e+15,3.274986190049090332e+12
5.980999755859379547e+02,4.711765133822818304e+18,4.486198551413700608e+18,4.936511606546464768e+18,2.474802958306432000e+18,1.628809043437276928e+18,3.666173111030536960e+17,2.394667041130846500e+15,3.851852018449348633e+12
6.010007887620190559e+02,4.788179928424365056e+18,4.546568888876772352e+18,4.992950465204790272e+18,2.392709629414711296e+18,1.735853093749457408e+18,4.039554285851886080e+17,2.695765213297873500e+15,4.464718381620594727e+12
6.039199829101560226e+02,4.867021644191056896e+18,4.606628308732965888e+18,5.046285056025625600e+18,2.304940627706338304e+18,1.844890225735704576e+18,4.446096219500170880e+17,3.032004942834070000e+15,5.170456905224519531e+12
6.070900073242189592e+02,4.942975445924903936e+18,4.671763927479010304e+18,5.101351441349023744e+18,2.205224006447586304e+18,1.963865880033952256e+18,4.924227091168357760e+17,3.438221813156397000e+15,6.050833983033529297e+12
6.104599609375000000e+02,5.017151208800072704e+18,4.741710057105378304e+18,5.158094006876675072e+18,2.095922699926412032e+18,2.089862500332856064e+18,5.476223241518648320e+17,3.921031286760384500e+15,7.133424356115695312e+12
6.136099853515629547e+02,5.079583777616333824e+18,4.808481030075385856e+18,5.210935673722440704e+18,1.992228164112090368e+18,2.206063422360074752e+18,6.035927401129387520e+17,4.425452160288955000e+15,8.303953481086603516e+12
6.162600097656250000e+02,5.133860844569754624e+18,4.866110863873810432e+18,5.256297828988153856e+18,1.904900436444665856e+18,2.301916498973554944e+18,6.540400292631247360e+17,4.892208631664691000e+15,9.419583746932041016e+12
6.194000244140629547e+02,5.184923440722348032e+18,4.936543016150371328e+18,5.312262353824034816e+18,1.802347307032436736e+18,2.412422700349442048e+18,7.179929491512513280e+17,5.499898526846732000e+15,1.091546552982440430e+13
6.227224267578129684e+02,5.254933413320711168e+18,5.014063725996067840e+18,5.375419656956839936e+18,1.696041303814194944e+18,2.524700794527668736e+18,7.909509155403495680e+17,6.214645416764599000e+15,1.273398835986112500e+13
6.260576923076929461e+02,5.315930423654463488e+18,5.095240012758051840e+18,5.443967472468901888e+18,1.592513475300996096e+18,2.631765448063387648e+18,8.698446930133886720e+17,7.011868216002598000e+15,1.482992550504582812e+13
6.287999877929689774e+02,5.367511575228044288e+18,5.164665000971479040e+18,5.504860630598006784e+18,1.510330059020236032e+18,2.714906894182291456e+18,9.392160945750848000e+17,7.733219968169596000e+15,1.678325062167015430e+13
6.316728384835380439e+02,5.409920766538003456e+18,5.240045211061773312e+18,5.573445419595534336e+18,1.427422766368059136e+18,2.796768000756041216e+18,1.016462797445849728e+18,8.558172445110011000e+15,1.907803174653215625e+13
6.346353525015030073e+02,5.481329342085088256e+18,5.320630920143313920e+18,5.649591183685629952e+18,1.345605051867628032e+18,2.875053309015230464e+18,1.101285246860333440e+18,9.489856337439626000e+15,2.174242063205960156e+13
6.376999511718750000e+02,5.552516471100598272e+18,5.406983700524495872e+18,5.734274173389686784e+18,1.265058524293994752e+18,2.948979884922634240e+18,1.194830073191439872e+18,1.054804505652502400e+16,2.485511210483446484e+13
6.408200073242189774e+02,5.639673849642896384e+18,5.497893953520835584e+18,5.826602490173132800e+18,1.187378412892864768e+18,3.016409977244519424e+18,1.296404179968975872e+18,1.173275657197658000e+16,2.844042342068903125e+13
6.436999511718750000e+02,5.712153693823190016e+18,5.584334716435757056e+18,5.917103671989187584e+18,1.119510991969520512e+18,3.071287136465662976e+18,1.396061743973670144e+18,1.293055756432319400e+16,3.216455980544327344e+13
6.468200073242189774e+02,5.803151613134427136e+18,5.680557873092806656e+18,6.020611138784922624e+18,1.050090537961995264e+18,3.122322223534697472e+18,1.510739655750011392e+18,1.435230549646837800e+16,3.670571102121639844e+13
6.499299926757810226e+02,5.880333141806448640e+18,5.778912758524014592e+18,6.128987266383054848e+18,9.849839638891909120e+17,3.164200436620300800e+18,1.632203853140261120e+18,1.590840244321114600e+16,4.181433219907764062e+13
6.530307875413160446e+02,5.964553034269986816e+18,5.879189908408751104e+18,6.241712676040970240e+18,9.239672894865863680e+17,3.196738652275693568e+18,1.760645659037173760e+18,1.761023141180197000e+16,4.755473099199817969e+13
6.556699829101560226e+02,6.033123552944443392e+18,5.966120934526164992e+18,6.340902514304452608e+18,8.749546529068980480e+17,3.217037075757796864e+18,1.875863970541368576e+18,1.918645046776265200e+16,5.300438003365258594e+13
6.590800170898439774e+02,6.124535207321260032e+18,6.080405723609238528e+18,6.472862556398403584e+18,8.154246048126624000e+17,3.232970703485963264e+18,2.032963817647329792e+18,2.141288608121891600e+16,6.090636339456373438e+13
6.621199951171879547e+02,6.205697419516133376e+18,6.183968297490345984e+18,6.593433585032613888e+18,7.657383302996965120e+17,3.237408773722042368e+18,2.180850414788205312e+18,2.359137308046810800e+16,6.885277952787965625e+13
6.654507305438700087e+02,6.274621458714140672e+18,6.299079303883822080e+18,6.727915120447171584e+18,7.147180799772802560e+17,3.231801990744616960e+18,2.351317283697574912e+18,2.620419371396814000e+16,7.864244446231173438e+13
6.680799560546879547e+02,6.347509917502573568e+18,6.391103368588855296e+18,6.835312501459496960e+18,6.768890617563179520e+17,3.219527058636781568e+18,2.492234602458710016e+18,2.845172805867686400e+16,8.728171558375309375e+13
6.711799926757810226e+02,6.443968637711066112e+18,6.500798320813991936e+18,6.962665497457585152e+18,6.347979066238712320e+17,3.196692052049593344e+18,2.665189117883733504e+18,3.131909860890973600e+16,9.856896356117334375e+13
6.744272167968749727e+02,6.517138172807460864e+18,6.617048694437380096e+18,7.096206784341691392e+18,5.934813339481949440e+17,3.163325007550386176e+18,2.854081930819881472e+18,3.459519421350272800e+16,1.118103523362948906e+14
6.772435986328130184e+02,6.602294453108884480e+18,6.718998824332407808e+18,7.211530892649118720e+18,5.598587137276065280e+17,3.126765187253143040e+18,3.024178695306370048e+18,3.768471388798450400e+16,1.246226619623766562e+14
