T_K,J_exp,J_calc,J_sink,J_trap1,J_trap2,J_trap3,J_trap4,J_trap5
3.185100097656250000e+02,1.231612930032972000e+15,2.821335881143277740e+10,1.057591635591258398e+13,1.065032478761291040e+17,1.390883301210508500e+15,2.503811853767967188e+13,4.960702820367596626e+09,0.000000000000000000e+00
3.217138507549580027e+02,2.460228157413810000e+15,4.742179017738028717e+10,1.877088248219312500e+13,1.125129550445993760e+17,1.547244778776293500e+15,2.940543739117025781e+13,6.308593469607701302e+09,0.000000000000000000e+00
3.242899780273439774e+02,8.109382967207737500e+14,7.126733922161093140e+10,2.932818770376051562e+13,1.175103901872138080e+17,1.683195508234443500e+15,3.338204694515459375e+13,7.628738027772185326e+09,0.000000000000000000e+00
3.276145982008710007e+02,1.029224200731320000e+15,1.196522382145357666e+11,5.152139221122597656e+13,1.241738069908715840e+17,1.873134920053626750e+15,3.921122715320725781e+13,9.678828305336595535e+09,2.542584617325663567e+04
3.307915367713339947e+02,1.019396607254306000e+15,1.944223644512156982e+11,8.689844039062656250e+13,1.307578417092321440e+17,2.070587509510292750e+15,4.559234088537778906e+13,1.213072119089650917e+10,0.000000000000000000e+00
3.342092016601559976e+02,1.188296581953921000e+15,3.237934490211964111e+11,1.494510701611563438e+14,1.380679985785675360e+17,2.301226664702079000e+15,5.343810814250907812e+13,1.535358677349514389e+10,2.771028921134024858e+04
3.370899963378910229e+02,1.883400497758226000e+15,4.942965377174149780e+11,2.325935911844844062e+14,1.444102038759481920e+17,2.511276671609715500e+15,6.093962275987791406e+13,1.867562461310783768e+10,8.666953842251002789e+04
3.404061443622300089e+02,2.618522905702320000e+15,7.951112398217978516e+11,3.782316707133371250e+14,1.519062722253836160e+17,2.771343436742069000e+15,7.066837263174839062e+13,2.326823481375626373e+10,1.896615365095436573e+03
3.436300048828130116e+02,2.759568138290282000e+15,1.255327784467999268e+12,5.944624949243367500e+14,1.593954152609247680e+17,3.044452504036671000e+15,8.140344842651971875e+13,2.873712944520445251e+10,1.310720000000000000e+05
3.470199890136719887e+02,4.610479641253550000e+15,2.008566297896493652e+12,9.275784359683858750e+14,1.674754704328407360e+17,3.353854642451931000e+15,9.416680626188487500e+13,3.569055004341056061e+10,3.928061539435386658e+05
3.503716027832030022e+02,5.305253314325589000e+15,3.160818635803796875e+12,1.389889461531357000e+15,1.756640828966850560e+17,3.683052247725058500e+15,1.084125593668888125e+14,4.401812657556156158e+10,1.439200984226465225e+05
3.533200073242189774e+02,5.653536393710788000e+15,4.685150068396691406e+12,1.927110693624692500e+15,1.830318713029165120e+17,3.993165652853015500e+15,1.224488847653476719e+14,5.274094999061891937e+10,1.309924307887226343e+06
3.567392319899340123e+02,8.055117518995039000e+15,7.339479439752663086e+12,2.717913159053052500e+15,1.917624717335265280e+17,4.377762020301348500e+15,1.406483331030510000e+14,6.484629288796352386e+10,1.443048615813121200e+06
3.601300048828130116e+02,7.241549871263825000e+15,1.134452188305234375e+13,3.694075779334086000e+15,2.006112088718509440e+17,4.786538600761716000e+15,1.609060930381057500e+14,7.924502869299436951e+10,1.014976615267440677e+06
3.630499877929689774e+02,1.045319432321774000e+16,1.640398053142461328e+13,4.707255263465260000e+15,2.083808406488604160e+17,5.161522057296972000e+15,1.802920608289054375e+14,9.388283899833610535e+10,1.786429230788722634e+06
