T_K,J_exp,J_calc,J_sink,J_trap1,J_trap2,J_trap3,J_trap4,J_trap5
3.168200073242189774e+02,0.000000000000000000e+00,2.284874589125248718e+10,6.476134595519293945e+12,1.167240833514677800e+16,1.482382313188705312e+14,2.596288676688757324e+12,4.950007373053767085e+08,0.000000000000000000e+00
3.182600097656250000e+02,8.512724211413221250e+14,2.888789078951352692e+10,8.044710168708136719e+12,1.197458979574461400e+16,1.556960084598917188e+14,2.794658081876662109e+12,5.523153793039398193e+08,0.000000000000000000e+00
3.192299804687500000e+02,1.088628768686796000e+15,3.383174456056619263e+10,9.306921824238619141e+12,1.218102371496748400e+16,1.608969366669914062e+14,2.935941650715980957e+12,5.943687819020451307e+08,1.054072123055430711e+04
3.204299926757810226e+02,5.457367415978469375e+14,4.099520686524781799e+10,1.111003084262747266e+13,1.243928730956685000e+16,1.675132212698080000e+14,3.118761366049559082e+12,6.498584363542273045e+08,0.000000000000000000e+00
3.211600036621089771e+02,2.885934461456758125e+14,4.619377760570722198e+10,1.239793205613316211e+13,1.259836660829704600e+16,1.716660922518160000e+14,3.235731188023831543e+12,6.869039322142186165e+08,0.000000000000000000e+00
3.226000061035160229e+02,1.827358569572040000e+14,5.808788494190821075e+10,1.530375203050760156e+13,1.291531773825163400e+16,1.800696348313277500e+14,3.476200776538663086e+12,7.633486112729057074e+08,0.000000000000000000e+00
3.238099975585939774e+02,6.214465162955020000e+14,7.040785918132092285e+10,1.825577559486005859e+13,1.318549181745145400e+16,1.873953630880844688e+14,3.690642875548320312e+12,8.351622881157683134e+08,5.070326230557275267e+03
3.252600097656250000e+02,4.973486259993280000e+14,8.826572860053005981e+10,2.245840595565642188e+13,1.351343184634587400e+16,1.964704906307764688e+14,3.961829990298668457e+12,9.274623847650760412e+08,2.093418769445677754e+03
3.259799804687500000e+02,0.000000000000000000e+00,9.886992767239167786e+10,2.491170649889123828e+13,1.367822367048722800e+16,2.011197020612782188e+14,4.103491109134684570e+12,9.773298858523770571e+08,0.000000000000000000e+00
3.274299926757810226e+02,1.198526752072270000e+15,1.233982172521282196e+11,3.051021792348466406e+13,1.401314405905165200e+16,2.107103823111070938e+14,4.400140496354511719e+12,1.083584698088048220e+09,1.206562305513585045e+02
3.291199951171880116e+02,6.321072450442270000e+14,1.602226205986560669e+11,3.870713281639321875e+13,1.440998218984761600e+16,2.223892702720638438e+14,4.771459179526555664e+12,1.222867482089398861e+09,3.917148769439023454e+03
3.300899963378910229e+02,3.939516152933542500e+14,1.856918724547183228e+11,4.427082733481565625e+13,1.464050664578989400e+16,2.293124505780650312e+14,4.996097445422759766e+12,1.309092996382779598e+09,6.102172111391661747e+04
3.312899780273439774e+02,1.339547618669628750e+15,2.223068795532247009e+11,5.214667366653744531e+13,1.492843060339731400e+16,2.381019903222075625e+14,5.286005785909362305e+12,1.423795296371798754e+09,1.192151638609904330e+04
3.325000000000000000e+02,7.427993067888988750e+14,2.664103769727770081e+11,6.145811017612399219e+13,1.522204184286005200e+16,2.472406438325483125e+14,5.593333298712203125e+12,1.547798879317564487e+09,1.199275876944569973e+04
3.338669081467850219e+02,7.069057968515200000e+14,3.270526687163063965e+11,7.399248180749782812e+13,1.555780388963745400e+16,2.579175556130505625e+14,5.960166024499842773e+12,1.701593418287327290e+09,1.162320515342067847e+04
3.351984020996089839e+02,7.105404039908960000e+14,3.976895653070101929e+11,8.830625035654598438e+13,1.588849514691613400e+16,2.686409748168350000e+14,6.335861861543467773e+12,1.863348694803709030e+09,5.791751738901555655e+03
3.361300048828130116e+02,7.523797753682012500e+14,4.560001614696869507e+11,9.990252988508118750e+13,1.612223057235259800e+16,2.763595658404484375e+14,6.611225632376467773e+12,1.985051534832347393e+09,9.238511230560998229e+03
3.378200073242189774e+02,1.686893937676170000e+15,5.832017718960236816e+11,1.246485427528393125e+14,1.655095284312450000e+16,2.908044480627470000e+14,7.136983644978959961e+12,2.223916882059262276e+09,1.822598623055731150e+04
3.390299987792969887e+02,5.254228620948360000e+14,6.942482793245078125e+11,1.457368392106825000e+14,1.686160428434612200e+16,3.015036883957030625e+14,7.534988317862192383e+12,2.410941715164390087e+09,7.366598238333492191e+04
3.402399902343750000e+02,1.132129488782966500e+15,8.247258377134039307e+11,1.700106217465305938e+14,1.717525031515307200e+16,3.125003741736938125e+14,7.951352462696936523e+12,2.610966107239077091e+09,2.950453138611980830e+04
3.414500122070310226e+02,1.290132021554470000e+15,9.783361429456098633e+11,1.979749388283914375e+14,1.749194165548623200e+16,3.238065346165559375e+14,8.387171237993076172e+12,2.827131758214838028e+09,2.605056000000004133e+04
3.424199829101560226e+02,1.622851579770834000e+15,1.121597789573252197e+12,2.235164240687609688e+14,1.774807958940526200e+16,3.331065972620319375e+14,8.751688514152596680e+12,3.010756348974838257e+09,2.605056000000004133e+04
3.436300048828130116e+02,1.354596746712879000e+15,1.331186335919838135e+12,2.599539799014172500e+14,1.807054242634768400e+16,3.450222457661115000e+14,9.226914717233705078e+12,3.258043280485816956e+09,6.300460492224403424e+04
3.450799865722660229e+02,1.657183823827782500e+15,1.629617362869530762e+12,3.105154499637541250e+14,1.846077535892768800e+16,3.597200049195655625e+14,9.824261022903812500e+12,3.576710916531430244e+09,5.268018761664306658e+04
3.465299987792969887e+02,1.231933378729119000e+15,1.988441750471985596e+12,3.694911212190239375e+14,1.885511837254852800e+16,3.748799131122548750e+14,1.045296218568825195e+13,3.921450535201594830e+09,2.841414453888844582e+05
3.477500000000000000e+02,2.082548576731557750e+15,2.352620323550561035e+12,4.274001959019267500e+14,1.919044255315079600e+16,3.880440747504895625e+14,1.101027461088096289e+13,4.237401537520486832e+09,4.781227876944575837e+04
3.489599914550780113e+02,7.888709602356420000e+14,2.773952227067071777e+12,4.924633112650973125e+14,1.952587822837640000e+16,4.014405464480114375e+14,1.158707987138354883e+13,4.571901313148959160e+09,1.233643047666342754e+05
3.501699829101560226e+02,1.008956094898965875e+15,3.264530425709415527e+12,5.659278861015047500e+14,1.986415409234351200e+16,4.151823712614901875e+14,1.218873079716360938e+13,4.929068603947738647e+09,1.368237826166920713e+05
3.514339965820309999e+02,1.495082218992655000e+15,3.861872297357695801e+12,6.524836264720110000e+14,2.022053080836766400e+16,4.299105908292888125e+14,1.284453410731022070e+13,5.328226496987581253e+09,4.063111407495962339e+04
3.525999755859380116e+02,1.180269251522942000e+15,4.515862810752277344e+12,7.435679007908137500e+14,2.055235778974793200e+16,4.438904018907518125e+14,1.347885181945067969e+13,5.725418434493391991e+09,1.469644350777562940e+05
3.540499877929689774e+02,1.746410572326296000e+15,5.473525242444260742e+12,8.715898414598503750e+14,2.096866078209670000e+16,4.617522142756318750e+14,1.430394883484967773e+13,6.254721226432973862e+09,1.287910386916734424e+05
3.553346099853520172e+02,2.286957321675034000e+15,6.469788841562319336e+12,9.991853261955671250e+14,2.134068174139782800e+16,4.780051094346151250e+14,1.506811325701856055e+13,6.758209879385760307e+09,3.456384296695372905e+05
3.564799804687500000e+02,1.196283491830432000e+15,7.509773696570075195e+12,1.126520458127422250e+15,2.167518777917791600e+16,4.928811130756095000e+14,1.577979267701177148e+13,7.238864603128728867e+09,2.298244726166700129e+05
3.577000122070310226e+02,2.944950628730335000e+15,8.804473256241294922e+12,1.277634804287960250e+15,2.203444764898646000e+16,5.091399971082743125e+14,1.657105581529134766e+13,7.786329785038516998e+09,1.781297773833128740e+05
3.589100036621089771e+02,2.664810871658361500e+15,1.028948049383063281e+13,1.442931251794367000e+15,2.239348365540797200e+16,5.256561135542661250e+14,1.738776344485742773e+13,8.365041645973554611e+09,2.599467749221999256e+05
3.593999938964839771e+02,3.527008204629619500e+15,1.093531065226628906e+13,1.513146070554886000e+15,2.253943602200589600e+16,5.324253260465940000e+14,1.772516825730782812e+13,8.606699538613554001e+09,2.854758149221999338e+05
3.610999755859380116e+02,1.956182041929338000e+15,1.359417132352120508e+13,1.785007367524485000e+15,2.305031024606550000e+16,5.565761727041727500e+14,1.895165027919146484e+13,9.509432014678970337e+09,2.836068378498894162e+05
3.625599975585939774e+02,2.409255308955667500e+15,1.632901261526732812e+13,2.046242457967410000e+15,2.349320953199496400e+16,5.779424990162998750e+14,2.005842246014781641e+13,1.034811110187598801e+10,3.582841121500449954e+05
3.640199890136719887e+02,4.178477936808469000e+15,1.961539179588378125e+13,2.338017217664901000e+15,2.394035630599718800e+16,5.999651194053078750e+14,2.122247833440323828e+13,1.125630596368847656e+10,4.351986603110960568e+05
3.642600097656250000e+02,4.041318074192786500e+15,2.019406581475542188e+13,2.387986101596204500e+15,2.401413528288991600e+16,6.036275670310252500e+14,2.141755146498404688e+13,1.141010926333840370e+10,3.851772603111196659e+05
3.663059997558589771e+02,4.128796226346109500e+15,2.600100391962814844e+13,2.855299530512139000e+15,2.464830436476384400e+16,6.356830650568793750e+14,2.315549534785031641e+13,1.281656745121882248e+10,4.477668752334021847e+05
3.679100036621089771e+02,4.214002950825336500e+15,3.167631346722987109e+13,3.269379169270512500e+15,2.515121348519835600e+16,6.617411284612655000e+14,2.460290112274133984e+13,1.402969813180171204e+10,5.694799569942976814e+05
3.690007629394530113e+02,3.025365579943372500e+15,3.616353168365228906e+13,3.574813943072364000e+15,2.549591041490574000e+16,6.799060628578093750e+14,2.562872236388019531e+13,1.491006307866442680e+10,7.424409600000012433e+05
3.701099853515630116e+02,3.831686652977548000e+15,4.133930646267225000e+13,3.906773037836768000e+15,2.584876556426500400e+16,6.987643632764047500e+14,2.670850266289428906e+13,1.585619216760002136e+10,6.347079452332602814e+05
3.714961547851569890e+02,4.743025541995780000e+15,4.877236499456069531e+13,4.352616902994327000e+15,2.629296552367013600e+16,7.228745686478386250e+14,2.811015350580309375e+13,1.711072075941818810e+10,9.039101101554839406e+05
3.726053701547480159e+02,6.237060291136980000e+15,5.569581080679092969e+13,4.738181380312437000e+15,2.665131398248525600e+16,7.426563127621858750e+14,2.927946564832198047e+13,1.818386184366589355e+10,8.003523690006274264e+05
3.735199890136719887e+02,5.472417814574492000e+15,6.204681351920265625e+13,5.073645184997004000e+15,2.694849973837688000e+16,7.592562624841907500e+14,3.027220149492155469e+13,1.910988404364329147e+10,7.930563108805755619e+05
3.749899902343750000e+02,6.814589805286150000e+15,7.384705199398014062e+13,5.652985045966185000e+15,2.742991825022228400e+16,7.865763340466210000e+14,3.193197578161071875e+13,2.069441862822117615e+10,1.053045746152776992e+06
3.764500122070310226e+02,5.398872832590340000e+15,8.745987571370715625e+13,6.272349335376452000e+15,2.791206181525453200e+16,8.143879938120525000e+14,3.364936320930704688e+13,2.237294351923149490e+10,1.148513137383314315e+06
3.779199829101560226e+02,4.539570527188420000e+15,1.038546202042514375e+14,6.952711221516479000e+15,2.840247024990773200e+16,8.432295148854067500e+14,3.546531789244082031e+13,2.419997440358898163e+10,1.263393817383314716e+06
3.783999938964839771e+02,5.469590195377635000e+15,1.096052452222807344e+14,7.182772685573974000e+15,2.856328838280096400e+16,8.527613974506577500e+14,3.607019527946962500e+13,2.481516099592376709e+10,1.300907482383301249e+06
3.802730288298239998e+02,6.899727198304489000e+15,1.359353186048780938e+14,8.151632681107924000e+15,2.919677560009686000e+16,8.909462578004715000e+14,3.853530796823878125e+13,2.738724236115211105e+10,1.506485792632472236e+06
3.810899963378910229e+02,7.788275994385250000e+15,1.492644014954035938e+14,8.605381228537107000e+15,2.947564796647788000e+16,9.080212864233958750e+14,3.965549334182698438e+13,2.858332531375728989e+10,1.663639192072328180e+06
3.824926898662860140e+02,6.806396431940370000e+15,1.747674519196440000e+14,9.425307275577824000e+15,2.995776912002506800e+16,9.378713294600002500e+14,4.163656711536222656e+13,3.073611069714826584e+10,1.791121478533955989e+06
3.839496107835039993e+02,7.684072777408950000e+15,2.060401919457875312e+14,1.034621908860925400e+16,3.046409115702969600e+16,9.697528832399267500e+14,4.379032850912675781e+13,3.313830585608611298e+10,2.148301373650725465e+06
3.850000000000000000e+02,8.452447125984769000e+15,2.316320117555914375e+14,1.105074011023330200e+16,3.083237138512205600e+16,9.932359950523656250e+14,4.539822011900883594e+13,3.496776506847309875e+10,2.278073966152783018e+06
3.862299804687500000e+02,7.648066487579640000e+15,2.653193145033141562e+14,1.192200831863683800e+16,3.126731519400356400e+16,1.021287836154650500e+15,4.734285151736964844e+13,3.722189928133816528e+10,2.431963214766673744e+06
3.874596275916459831e+02,8.922357830556690000e+15,3.035926449142618125e+14,1.284639541995070400e+16,3.170642020384804000e+16,1.049955038881496500e+15,4.935706938598917969e+13,3.960352223116411591e+10,2.584219895068938378e+06
3.886799926757810226e+02,1.018141087154101000e+16,3.472650742639976875e+14,1.382489581897195600e+16,3.214715915653942400e+16,1.079101232131080125e+15,5.143497287249455469e+13,4.211499267652188110e+10,3.082167907227744814e+06
3.901883923339839839e+02,9.304068928226840000e+15,4.090368688325461875e+14,1.511155847888883200e+16,3.269827668587756000e+16,1.115984444009552625e+15,5.410133559811335938e+13,4.540633853844949341e+10,3.287237328913860023e+06
3.913699951171880116e+02,9.933387412374810000e+15,4.642966898147939375e+14,1.618275523813753400e+16,3.313530296094093600e+16,1.145566106158819000e+15,5.626922593829519531e+13,4.813821279285752106e+10,3.629896851994629949e+06
3.926767822265629775e+02,8.761697776740800000e+15,5.344970537250096875e+14,1.744454396261554000e+16,3.362527397122300000e+16,1.179104940129018000e+15,5.876185297396439062e+13,5.134750453141337585e+10,3.949498052300238982e+06
3.935799865722660229e+02,1.035662891738076800e+16,5.882886947136947500e+14,1.835849245218572000e+16,3.396762432483752000e+16,1.202726190471541500e+15,6.053568563274753125e+13,5.366831997588587189e+10,4.329457930958421901e+06
3.950499877929689774e+02,9.773600136958670000e+15,6.876635240153521250e+14,1.993339631653837200e+16,3.453278929359989200e+16,1.242079020036940000e+15,6.352812577343650000e+13,5.766082227775386810e+10,4.665843190841741860e+06
3.965199890136719887e+02,1.109396422182457000e+16,8.018624802350372500e+14,2.160979937785332400e+16,3.510757275650544000e+16,1.282474972547639250e+15,6.664180722356185156e+13,6.190395358981517792e+10,5.337489704455612227e+06
3.977500000000000000e+02,1.183605192476103000e+16,9.121953932351185000e+14,2.310585456653897600e+16,3.559776279124896800e+16,1.317227171185839000e+15,6.935768193341960938e+13,6.568759217344468689e+10,5.773217830763904378e+06
3.989700012207030113e+02,1.178135364216229000e+16,1.035182129713507625e+15,2.466877540803261600e+16,3.609217385598627200e+16,1.352498070438756000e+15,7.214442094760671875e+13,6.963911617034146118e+10,6.149026012072205544e+06
4.001232055664059999e+02,1.242158714314298800e+16,1.165390048889304000e+15,2.622225651475327200e+16,3.656776949144112000e+16,1.386608902529889250e+15,7.486777134091264062e+13,7.356731177372264099e+10,6.708232526835980825e+06
4.012569157527040034e+02,1.176065537445608800e+16,1.308208030016091750e+15,2.782515547378479200e+16,3.704390280399308800e+16,1.420910618461916750e+15,7.763352898422217188e+13,7.762246185403152466e+10,7.489408966526503675e+06
4.026599731445310226e+02,1.327095921157384000e+16,1.508976117748195500e+15,2.992279790167111600e+16,3.764677187153457600e+16,1.464522835849828250e+15,8.118942521550682812e+13,8.293600342604899597e+10,8.021644960530445911e+06
4.036100146484379820e+02,1.351213072089198000e+16,1.660605892594170750e+15,3.141281010904738400e+16,3.806373091416919200e+16,1.494768631358279000e+15,8.367863684893715625e+13,8.671585905810966492e+10,8.531278904172519222e+06
4.051099853515630116e+02,1.440810878550553800e+16,1.930582425136053000e+15,3.389134170094857600e+16,3.873880457518951200e+16,1.543830994307905750e+15,8.775659065158818750e+13,9.301779954028070068e+10,9.673433882603092119e+06
4.060999755859380116e+02,1.498353843055525800e+16,2.130600939701289500e+15,3.561119090135746400e+16,3.919616201518389600e+16,1.577097300077868000e+15,9.054716830595735938e+13,9.740288698337008667e+10,1.030152241414462589e+07
4.075700073242189774e+02,1.572489874064972800e+16,2.462963048604161000e+15,3.829147353844434400e+16,3.989416784070434400e+16,1.627851616127231750e+15,9.484135441588764062e+13,1.042597977216602631e+11,1.126299950498616323e+07
4.087999877929689774e+02,1.680655541356503800e+16,2.780268879025606000e+15,4.066473495280618400e+16,4.049891008621876800e+16,1.671750912106865750e+15,9.859142230690575000e+13,1.103602189512828522e+11,1.226483453514168970e+07
4.096719066913310030e+02,1.894095620737394800e+16,3.026436843460084000e+15,4.241308794742567200e+16,4.093872172471612000e+16,1.703612263954367500e+15,1.013301690777666094e+14,1.148716462882467651e+11,1.298415922750204057e+07
4.109699890136719773e+02,1.867683835264844800e+16,3.433067658182219500e+15,4.513326828253984800e+16,4.161437305073544000e+16,1.752397903602841000e+15,1.055523840679598750e+14,1.219264016191542358e+11,1.426980238059986942e+07
4.124899902343750000e+02,2.045824664112812800e+16,3.970110053778034500e+15,4.848440237028132000e+16,4.243699083886594400e+16,1.811496721531835500e+15,1.107051354468602344e+14,1.306767248774861603e+11,1.589106467137199827e+07
4.132299804687500000e+02,2.088326062310385600e+16,4.262362546724709500e+15,5.019445747007933600e+16,4.285330002799847200e+16,1.841233565202980500e+15,1.133145285281728594e+14,1.351737007622861176e+11,1.645010231137199327e+07
4.149500122070310226e+02,2.276598764950876000e+16,5.019112723418082000e+15,5.435095855066459200e+16,4.386055912323874400e+16,1.912690648195443000e+15,1.196198384682411875e+14,1.461928841554810181e+11,1.867731730305495486e+07
4.159400024414060226e+02,2.380270271206658000e+16,5.508555972526924000e+15,5.686236544744436000e+16,4.446777398922891200e+16,1.955406583395030250e+15,1.234100890092624688e+14,1.529152704520474854e+11,1.987211583582722396e+07
4.171699829101560226e+02,2.502186950103166000e+16,6.177068648129788000e+15,6.010712612500828000e+16,4.525291608414688000e+16,2.010214069348271750e+15,1.282929239384456719e+14,1.616776510736473694e+11,2.145485203666872904e+07
4.186499938964839771e+02,2.508245964512460800e+16,7.083453869820234000e+15,6.420731845315895200e+16,4.624944611116655200e+16,2.079030204852222250e+15,1.344512021715914219e+14,1.728888641459463501e+11,2.370943405243216082e+07
4.198800048828130116e+02,2.548059769652931200e+16,7.931403530364213000e+15,6.778392688310687200e+16,4.712568610163735200e+16,2.138833327105606250e+15,1.398231419268866250e+14,1.828047157446661072e+11,2.572254015151418000e+07
4.211099853515630116e+02,2.854148299084890400e+16,8.868876108268702000e+15,7.150911911331956800e+16,4.804735627094345600e+16,2.201066126347950250e+15,1.454280714483639062e+14,1.932690921987222900e+11,2.787915804458376765e+07
4.225899963378910229e+02,2.954916841283765600e+16,1.013127701434427800e+16,7.619946919202040000e+16,4.922466420712796800e+16,2.279553913787027000e+15,1.525135347953600000e+14,2.066613932655668640e+11,3.057161260927233845e+07
4.238299865722660229e+02,3.159830799052586800e+16,1.132055997403173600e+16,8.031868678333390400e+16,5.027806709079382400e+16,2.348811317718311500e+15,1.587769314281074062e+14,2.186472650113521118e+11,3.329002995038621873e+07
4.248099975585939774e+02,3.280332455858458000e+16,1.234587997418252600e+16,8.368903569251350400e+16,5.115421799695538400e+16,2.405804196333307500e+15,1.639356730899327188e+14,2.286068646474077454e+11,3.550343100411636382e+07
4.260499877929689774e+02,3.448449314933498000e+16,1.376451382384625400e+16,8.810739993514232000e+16,5.232494617852688800e+16,2.481113167590160500e+15,1.707558671540207188e+14,2.418903840169004822e+11,3.833013581657744944e+07
4.272799987792969887e+02,3.658619860850218400e+16,1.531127467274709400e+16,9.265702772264756800e+16,5.355802097158151200e+16,2.559490806319824500e+15,1.778551021057376250e+14,2.558420683077698364e+11,4.159756256579933316e+07
4.287600097656250000e+02,3.795335202832606400e+16,1.739421485412870400e+16,9.837830102076883200e+16,5.515644566240691200e+16,2.659651947506412000e+15,1.869244273687908125e+14,2.738487363514270935e+11,4.574500001933504641e+07
4.299899902343750000e+02,3.888428220881475200e+16,1.931126611119486000e+16,1.033264903700858400e+17,5.658167082591978400e+16,2.747824161523666000e+15,1.949025131776655625e+14,2.898302094311511230e+11,4.961900369871259481e+07
4.309799804687500000e+02,4.286898075770608000e+16,2.098850683038798800e+16,1.074404015875587680e+17,5.779918370251726400e+16,2.822376685226812500e+15,2.016424969312295938e+14,3.034261384001372681e+11,5.283494797779309750e+07
4.322200012207030113e+02,4.477624144979313600e+16,2.326537422473384000e+16,1.127563381438162080e+17,5.941710772609902400e+16,2.920496141220325000e+15,2.105040592910031250e+14,3.214186205715194092e+11,5.737869447535628080e+07
4.336230891301079851e+02,4.710491106771748000e+16,2.611111153642228800e+16,1.190061442553022240e+17,6.139130990763520800e+16,3.038856869695169500e+15,2.211779583243036562e+14,3.432602184960740967e+11,6.272888703231548518e+07
4.346799926757810226e+02,5.063317690148481600e+16,2.845443390363170800e+16,1.238780121700055040e+17,6.298583692678888800e+16,3.133528792943200000e+15,2.297031795497126562e+14,3.608229993556585693e+11,6.714871355315238237e+07
4.354576838566709966e+02,5.262113189313137600e+16,3.027864466390859200e+16,1.275413114813828320e+17,6.421332928913726400e+16,3.205983768097149500e+15,2.362214983326515625e+14,3.743072939534874878e+11,7.072590092730359733e+07
4.371499938964839771e+02,5.583346942402541600e+16,3.464878547030548800e+16,1.358100051082798720e+17,6.710431862864697600e+16,3.375054433745590500e+15,2.514064133651608438e+14,4.059402435890183105e+11,7.903299603014568985e+07
4.383900146484380116e+02,5.908687839258692800e+16,3.815613177473985600e+16,1.420829256114273120e+17,6.939244978170595200e+16,3.507811931752819500e+15,2.633117717161209062e+14,4.309027834232661133e+11,8.569381673929466307e+07
4.393800048828130116e+02,6.210359918237372000e+16,4.118321123014484000e+16,1.472421495217174080e+17,7.134728583031691200e+16,3.620550517570792000e+15,2.734097757040703438e+14,4.521933146762035522e+11,9.146033015128910542e+07
4.409080622746399740e+02,6.614846489290923200e+16,4.627050301967245600e+16,1.554666786178611520e+17,7.460301587023204800e+16,3.807268857576156000e+15,2.901157548424366250e+14,4.876315774784665527e+11,1.012482419457320571e+08
4.423399963378910229e+02,7.031031465099823200e+16,5.145461928293100800e+16,1.634241853144793280e+17,7.789763811208120000e+16,3.995371177443091000e+15,3.069318032183595625e+14,5.235220736498321533e+11,1.112453613195768297e+08
4.433299865722660229e+02,7.527981283668195200e+16,5.532427247642632000e+16,1.690896580414090880e+17,8.034557076571060800e+16,4.134697935556494000e+15,3.193819317451835000e+14,5.502470841113483887e+11,1.190215907169073373e+08
4.447600073242189751e+02,7.936467216346676800e+16,6.133870455088979200e+16,1.775062024943479680e+17,8.414065161297875200e+16,4.350296752664545500e+15,3.386474616140859375e+14,5.918422436846309814e+11,1.309981921651217788e+08
4.455599975585939774e+02,8.325874701223012800e+16,6.489824776433281600e+16,1.823183666587895360e+17,8.638470785068091200e+16,4.477683284384926000e+15,3.500333509011065625e+14,6.165384270731724854e+11,1.384213930397661328e+08
4.470399780273439774e+02,8.920418264196604800e+16,7.194637651404384000e+16,1.914591800947728000e+17,9.083039132847030400e+16,4.730072740977179000e+15,3.726089615194542500e+14,6.657975915452814941e+11,1.527898219122908413e+08
4.481765505034350099e+02,9.333562857248974400e+16,7.772469174109286400e+16,1.986619286699608640e+17,9.448260142909328000e+16,4.937651431213545000e+15,3.911985545944510625e+14,7.066081656587747803e+11,1.653019407523826361e+08
4.497600097656250000e+02,9.755084186132243200e+16,8.635866453068073600e+16,2.089810355746468800e+17,9.996272853376353600e+16,5.249940559611222000e+15,4.192203299080101875e+14,7.685694088024140625e+11,1.842062315357815027e+08
